company_name,acc_year,dev_year,dev_lag,incurred_loss,cumulative_paid_loss,bulk_loss,net_ep,ye_1997_reserves
Penn Miller Grp,1990,1998,9,1336,1336,0,2507,4657
Penn Miller Grp,1990,1999,10,1337,1337,0,2507,4657
Penn Miller Grp,1991,1991,1,1633,175,517,2073,4657
Penn Miller Grp,1991,1992,2,1970,496,591,2073,4657
Penn Miller Grp,1991,1993,3,1830,689,388,2073,4657
Penn Miller Grp,1991,1994,4,1584,807,29,2073,4657
Penn Miller Grp,1991,1995,5,1367,1202,2,2073,4657
Penn Miller Grp,1991,1996,6,1346,1197,2,2073,4657
Penn Miller Grp,1991,1997,7,1361,1263,1,2073,4657
Penn Miller Grp,1991,1998,8,1341,1274,0,2073,4657
Penn Miller Grp,1991,1999,9,1317,1317,0,2073,4657
Penn Miller Grp,1991,2000,10,1319,1319,0,2073,4657
Penn Miller Grp,1992,1992,1,1259,106,611,1491,4657
Penn Miller Grp,1992,1993,2,1182,328,401,1491,4657
Penn Miller Grp,1992,1994,3,913,507,44,1491,4657
Penn Miller Grp,1992,1995,4,929,656,3,1491,4657
Penn Miller Grp,1992,1996,5,864,794,1,1491,4657
Penn Miller Grp,1992,1997,6,855,849,0,1491,4657
Penn Miller Grp,1992,1998,7,852,852,0,1491,4657
Penn Miller Grp,1992,1999,8,852,852,0,1491,4657
Penn Miller Grp,1992,2000,9,852,852,0,1491,4657
Penn Miller Grp,1992,2001,10,852,852,0,1491,4657
Penn Miller Grp,1993,1993,1,1437,134,529,1945,4657
Penn Miller Grp,1993,1994,2,1335,427,305,1945,4657
Penn Miller Grp,1993,1995,3,1228,624,52,1945,4657
Penn Miller Grp,1993,1996,4,1432,893,6,1945,4657
Penn Miller Grp,1993,1997,5,1274,1017,4,1945,4657
Penn Miller Grp,1993,1998,6,1242,1025,3,1945,4657
Penn Miller Grp,1993,1999,7,1242,1037,3,1945,4657
Penn Miller Grp,1993,2000,8,1300,1178,1,1945,4657
Penn Miller Grp,1993,2001,9,1287,1207,1,1945,4657
Penn Miller Grp,1993,2002,10,1207,1207,0,1945,4657
Penn Miller Grp,1994,1994,1,1213,72,659,2029,4657
Penn Miller Grp,1994,1995,2,1174,297,440,2029,4657
Penn Miller Grp,1994,1996,3,1246,400,452,2029,4657
Penn Miller Grp,1994,1997,4,803,506,2,2029,4657
Penn Miller Grp,1994,1998,5,862,645,1,2029,4657
Penn Miller Grp,1994,1999,6,687,687,0,2029,4657
Penn Miller Grp,1994,2000,7,687,687,0,2029,4657
Penn Miller Grp,1994,2001,8,688,688,0,2029,4657
Penn Miller Grp,1994,2002,9,688,688,0,2029,4657
Penn Miller Grp,1994,2003,10,688,688,0,2029,4657
Penn Miller Grp,1995,1995,1,1361,95,620,2009,4657
Penn Miller Grp,1995,1996,2,1358,228,337,2009,4657
Penn Miller Grp,1995,1997,3,1327,375,663,2009,4657
Penn Miller Grp,1995,1998,4,693,448,6,2009,4657
Penn Miller Grp,1995,1999,5,689,592,0,2009,4657
Penn Miller Grp,1995,2000,6,632,600,1,2009,4657
Penn Miller Grp,1995,2001,7,617,604,0,2009,4657
Penn Miller Grp,1995,2002,8,613,605,-13,2009,4657
Penn Miller Grp,1995,2003,9,633,606,0,2009,4657
Penn Miller Grp,1995,2004,10,628,606,0,2009,4657
Penn Miller Grp,1996,1996,1,1500,153,869,2159,4657
Penn Miller Grp,1996,1997,2,1287,271,517,2159,4657
Penn Miller Grp,1996,1998,3,1324,362,422,2159,4657
Penn Miller Grp,1996,1999,4,1101,494,133,2159,4657
Penn Miller Grp,1996,2000,5,981,795,81,2159,4657
Penn Miller Grp,1996,2001,6,899,812,1,2159,4657
Penn Miller Grp,1996,2002,7,853,847,-11,2159,4657
Penn Miller Grp,1996,2003,8,875,875,0,2159,4657
Penn Miller Grp,1996,2004,9,875,875,0,2159,4657
Penn Miller Grp,1996,2005,10,875,875,0,2159,4657
Penn Miller Grp,1997,1997,1,1391,156,646,2153,4657
Penn Miller Grp,1997,1998,2,1456,381,569,2153,4657
Penn Miller Grp,1997,1999,3,1437,544,513,2153,4657
Penn Miller Grp,1997,2000,4,1016,619,125,2153,4657
Penn Miller Grp,1997,2001,5,962,751,1,2153,4657
Penn Miller Grp,1997,2002,6,888,779,-39,2153,4657
Penn Miller Grp,1997,2003,7,813,813,0,2153,4657
Penn Miller Grp,1997,2004,8,813,813,0,2153,4657
Penn Miller Grp,1997,2005,9,813,813,0,2153,4657
Penn Miller Grp,1997,2006,10,813,813,0,2153,4657
American Modern Ins Grp Inc,1988,1988,1,2887,622,788,4510,28856
American Modern Ins Grp Inc,1988,1989,2,2837,1784,329,4510,28856
American Modern Ins Grp Inc,1988,1990,3,2755,2056,248,4510,28856
American Modern Ins Grp Inc,1988,1991,4,2762,2357,165,4510,28856
American Modern Ins Grp Inc,1988,1992,5,2737,2500,102,4510,28856
American Modern Ins Grp Inc,1988,1993,6,2612,2534,0,4510,28856
American Modern Ins Grp Inc,1988,1994,7,2614,2572,0,4510,28856
American Modern Ins Grp Inc,1988,1995,8,2631,2587,0,4510,28856
American Modern Ins Grp Inc,1988,1996,9,2617,2599,0,4510,28856
American Modern Ins Grp Inc,1988,1997,10,2617,2599,0,4510,28856
American Modern Ins Grp Inc,1989,1989,1,3409,689,1106,5138,28856
American Modern Ins Grp Inc,1989,1990,2,3085,1847,432,5138,28856
American Modern Ins Grp Inc,1989,1991,3,3052,2395,284,5138,28856
American Modern Ins Grp Inc,1989,1992,4,2872,2632,135,5138,28856
American Modern Ins Grp Inc,1989,1993,5,2818,2671,68,5138,28856
American Modern Ins Grp Inc,1989,1994,6,2769,2710,0,5138,28856
American Modern Ins Grp Inc,1989,1995,7,2734,2716,0,5138,28856
American Modern Ins Grp Inc,1989,1996,8,2722,2722,0,5138,28856
American Modern Ins Grp Inc,1989,1997,9,2722,2722,0,5138,28856
American Modern Ins Grp Inc,1989,1998,10,2733,2731,0,5138,28856
American Modern Ins Grp Inc,1990,1990,1,3219,850,877,5458,28856
American Modern Ins Grp Inc,1990,1991,2,3218,1989,441,5458,28856
American Modern Ins Grp Inc,1990,1992,3,3091,2501,155,5458,28856
American Modern Ins Grp Inc,1990,1993,4,3281,2817,141,5458,28856
American Modern Ins Grp Inc,1990,1994,5,3500,2935,167,5458,28856
American Modern Ins Grp Inc,1990,1995,6,3229,3102,0,5458,28856
American Modern Ins Grp Inc,1990,1996,7,3212,3162,0,5458,28856
American Modern Ins Grp Inc,1990,1997,8,3187,3186,0,5458,28856
American Modern Ins Grp Inc,1990,1998,9,3186,3186,0,5458,28856
American Modern Ins Grp Inc,1990,1999,10,3186,3186,0,5458,28856
American Modern Ins Grp Inc,1991,1991,1,4035,779,1235,6117,28856
American Modern Ins Grp Inc,1991,1992,2,4384,1746,476,6117,28856
American Modern Ins Grp Inc,1991,1993,3,3604,2393,305,6117,28856
American Modern Ins Grp Inc,1991,1994,4,3593,2875,216,6117,28856
American Modern Ins Grp Inc,1991,1995,5,3255,3132,14,6117,28856
American Modern Ins Grp Inc,1991,1996,6,3228,3210,0,6117,28856
American Modern Ins Grp Inc,1991,1997,7,3218,3215,0,6117,28856
American Modern Ins Grp Inc,1991,1998,8,3215,3215,0,6117,28856
American Modern Ins Grp Inc,1991,1999,9,3214,3214,0,6117,28856
American Modern Ins Grp Inc,1991,2000,10,3213,3213,0,6117,28856
American Modern Ins Grp Inc,1992,1992,1,3712,849,1743,7262,28856
American Modern Ins Grp Inc,1992,1993,2,3910,2281,517,7262,28856
American Modern Ins Grp Inc,1992,1994,3,4562,3110,509,7262,28856
American Modern Ins Grp Inc,1992,1995,4,4216,3692,27,7262,28856
American Modern Ins Grp Inc,1992,1996,5,4050,3939,0,7262,28856
American Modern Ins Grp Inc,1992,1997,6,4034,4001,0,7262,28856
American Modern Ins Grp Inc,1992,1998,7,4027,4007,0,7262,28856
American Modern Ins Grp Inc,1992,1999,8,4030,4024,0,7262,28856
American Modern Ins Grp Inc,1992,2000,9,4024,4024,0,7262,28856
American Modern Ins Grp Inc,1992,2001,10,4025,4024,0,7262,28856
American Modern Ins Grp Inc,1993,1993,1,6080,1299,2043,9175,28856
American Modern Ins Grp Inc,1993,1994,2,5706,2364,1264,9175,28856
American Modern Ins Grp Inc,1993,1995,3,5519,3224,1225,9175,28856
American Modern Ins Grp Inc,1993,1996,4,4154,3745,9,9175,28856
American Modern Ins Grp Inc,1993,1997,5,4150,3984,0,9175,28856
American Modern Ins Grp Inc,1993,1998,6,4066,4065,0,9175,28856
American Modern Ins Grp Inc,1993,1999,7,4073,4049,0,9175,28856
American Modern Ins Grp Inc,1993,2000,8,4071,4068,0,9175,28856
American Modern Ins Grp Inc,1993,2001,9,4070,4067,0,9175,28856
American Modern Ins Grp Inc,1993,2002,10,4075,4071,0,9175,28856
American Modern Ins Grp Inc,1994,1994,1,8720,1521,2091,11417,28856
American Modern Ins Grp Inc,1994,1995,2,6747,3656,542,11417,28856
American Modern Ins Grp Inc,1994,1996,3,8609,6956,143,11417,28856
American Modern Ins Grp Inc,1994,1997,4,8363,7764,0,11417,28856
American Modern Ins Grp Inc,1994,1998,5,8366,7984,23,11417,28856
American Modern Ins Grp Inc,1994,1999,6,8256,8032,0,11417,28856
American Modern Ins Grp Inc,1994,2000,7,8196,8045,0,11417,28856
American Modern Ins Grp Inc,1994,2001,8,8180,8077,0,11417,28856
American Modern Ins Grp Inc,1994,2002,9,8154,8087,0,11417,28856
American Modern Ins Grp Inc,1994,2003,10,8243,8094,0,11417,28856
American Modern Ins Grp Inc,1995,1995,1,10332,2129,3117,16950,28856
American Modern Ins Grp Inc,1995,1996,2,10193,4629,1366,16950,28856
American Modern Ins Grp Inc,1995,1997,3,9621,6440,741,16950,28856
American Modern Ins Grp Inc,1995,1998,4,8787,7931,267,16950,28856
American Modern Ins Grp Inc,1995,1999,5,8652,8342,102,16950,28856
American Modern Ins Grp Inc,1995,2000,6,8449,8575,0,16950,28856
American Modern Ins Grp Inc,1995,2001,7,8501,8631,0,16950,28856
American Modern Ins Grp Inc,1995,2002,8,8749,8613,0,16950,28856
American Modern Ins Grp Inc,1995,2003,9,8864,8739,0,16950,28856
American Modern Ins Grp Inc,1995,2004,10,9105,8818,0,16950,28856
American Modern Ins Grp Inc,1996,1996,1,16965,2873,5820,21054,28856
American Modern Ins Grp Inc,1996,1997,2,15367,6945,3399,21054,28856
American Modern Ins Grp Inc,1996,1998,3,14354,10458,1515,21054,28856
American Modern Ins Grp Inc,1996,1999,4,14134,12056,671,21054,28856
American Modern Ins Grp Inc,1996,2000,5,13739,12636,482,21054,28856
American Modern Ins Grp Inc,1996,2001,6,13494,13059,0,21054,28856
American Modern Ins Grp Inc,1996,2002,7,14000,13410,0,21054,28856
American Modern Ins Grp Inc,1996,2003,8,14100,13550,0,21054,28856
American Modern Ins Grp Inc,1996,2004,9,13888,13581,0,21054,28856
American Modern Ins Grp Inc,1996,2005,10,13871,13583,0,21054,28856
American Modern Ins Grp Inc,1997,1997,1,19858,3621,9324,23046,28856
American Modern Ins Grp Inc,1997,1998,2,17513,7454,4862,23046,28856
American Modern Ins Grp Inc,1997,1999,3,13804,9882,1672,23046,28856
American Modern Ins Grp Inc,1997,2000,4,11073,11161,628,23046,28856
American Modern Ins Grp Inc,1997,2001,5,11967,11011,359,23046,28856
American Modern Ins Grp Inc,1997,2002,6,11308,11153,0,23046,28856
American Modern Ins Grp Inc,1997,2003,7,11326,11127,0,23046,28856
American Modern Ins Grp Inc,1997,2004,8,11248,11205,0,23046,28856
American Modern Ins Grp Inc,1997,2005,9,11248,11211,0,23046,28856
American Modern Ins Grp Inc,1997,2006,10,11225,11211,0,23046,28856
Hochheim Prairie Ins Grp,1988,1988,1,206,57,20,340,690
Hochheim Prairie Ins Grp,1988,1989,2,216,126,16,340,690
Hochheim Prairie Ins Grp,1988,1990,3,211,158,6,340,690
Hochheim Prairie Ins Grp,1988,1991,4,187,160,0,340,690
Hochheim Prairie Ins Grp,1988,1992,5,212,162,0,340,690
Hochheim Prairie Ins Grp,1988,1993,6,214,163,0,340,690
Hochheim Prairie Ins Grp,1988,1994,7,216,163,0,340,690
Hochheim Prairie Ins Grp,1988,1995,8,216,163,0,340,690
Hochheim Prairie Ins Grp,1988,1996,9,163,163,0,340,690
Hochheim Prairie Ins Grp,1988,1997,10,162,162,0,340,690
Hochheim Prairie Ins Grp,1989,1989,1,196,89,20,358,690
Hochheim Prairie Ins Grp,1989,1990,2,272,146,37,358,690
Hochheim Prairie Ins Grp,1989,1991,3,225,216,3,358,690
Hochheim Prairie Ins Grp,1989,1992,4,237,223,1,358,690
Hochheim Prairie Ins Grp,1989,1993,5,255,253,2,358,690
Hochheim Prairie Ins Grp,1989,1994,6,253,253,1,358,690
Hochheim Prairie Ins Grp,1989,1995,7,253,253,0,358,690
Hochheim Prairie Ins Grp,1989,1996,8,253,253,0,358,690
Hochheim Prairie Ins Grp,1989,1997,9,256,253,0,358,690
Hochheim Prairie Ins Grp,1989,1998,10,253,253,0,358,690
Hochheim Prairie Ins Grp,1990,1990,1,222,76,72,320,690
Hochheim Prairie Ins Grp,1990,1991,2,179,153,14,320,690
Hochheim Prairie Ins Grp,1990,1992,3,204,181,1,320,690
Hochheim Prairie Ins Grp,1990,1993,4,204,190,0,320,690
Hochheim Prairie Ins Grp,1990,1994,5,199,199,0,320,690
Hochheim Prairie Ins Grp,1990,1995,6,200,200,0,320,690
Hochheim Prairie Ins Grp,1990,1996,7,253,200,0,320,690
Hochheim Prairie Ins Grp,1990,1997,8,200,200,0,320,690
Hochheim Prairie Ins Grp,1990,1998,9,200,200,0,320,690
Hochheim Prairie Ins Grp,1990,1999,10,200,200,0,320,690
Hochheim Prairie Ins Grp,1991,1991,1,207,54,54,208,690
Hochheim Prairie Ins Grp,1991,1992,2,121,86,3,208,690
Hochheim Prairie Ins Grp,1991,1993,3,120,116,0,208,690
Hochheim Prairie Ins Grp,1991,1994,4,132,128,2,208,690
Hochheim Prairie Ins Grp,1991,1995,5,128,128,0,208,690
Hochheim Prairie Ins Grp,1991,1996,6,128,128,0,208,690
Hochheim Prairie Ins Grp,1991,1997,7,128,128,0,208,690
Hochheim Prairie Ins Grp,1991,1998,8,128,128,0,208,690
Hochheim Prairie Ins Grp,1991,1999,9,128,128,0,208,690
Hochheim Prairie Ins Grp,1991,2000,10,128,128,0,208,690
Hochheim Prairie Ins Grp,1992,1992,1,153,41,39,195,690
Hochheim Prairie Ins Grp,1992,1993,2,194,64,22,195,690
Hochheim Prairie Ins Grp,1992,1994,3,179,141,3,195,690
Hochheim Prairie Ins Grp,1992,1995,4,164,141,0,195,690
Hochheim Prairie Ins Grp,1992,1996,5,159,159,0,195,690
Hochheim Prairie Ins Grp,1992,1997,6,159,159,0,195,690
Hochheim Prairie Ins Grp,1992,1998,7,159,159,0,195,690
Hochheim Prairie Ins Grp,1992,1999,8,159,159,0,195,690
Hochheim Prairie Ins Grp,1992,2000,9,159,159,0,195,690
Hochheim Prairie Ins Grp,1992,2001,10,159,159,0,195,690
Hochheim Prairie Ins Grp,1993,1993,1,155,33,67,234,690
Hochheim Prairie Ins Grp,1993,1994,2,97,46,10,234,690
Hochheim Prairie Ins Grp,1993,1995,3,103,84,2,234,690
Hochheim Prairie Ins Grp,1993,1996,4,104,98,3,234,690
Hochheim Prairie Ins Grp,1993,1997,5,98,98,-2,234,690
Hochheim Prairie Ins Grp,1993,1998,6,103,99,-1,234,690
Hochheim Prairie Ins Grp,1993,1999,7,101,101,0,234,690
Hochheim Prairie Ins Grp,1993,2000,8,101,101,0,234,690
Hochheim Prairie Ins Grp,1993,2001,9,101,101,0,234,690
Hochheim Prairie Ins Grp,1993,2002,10,101,101,0,234,690
Hochheim Prairie Ins Grp,1994,1994,1,254,46,83,285,690
Hochheim Prairie Ins Grp,1994,1995,2,215,157,19,285,690
Hochheim Prairie Ins Grp,1994,1996,3,223,177,13,285,690
Hochheim Prairie Ins Grp,1994,1997,4,220,214,-3,285,690
Hochheim Prairie Ins Grp,1994,1998,5,223,218,-1,285,690
Hochheim Prairie Ins Grp,1994,1999,6,222,222,0,285,690
Hochheim Prairie Ins Grp,1994,2000,7,222,222,0,285,690
Hochheim Prairie Ins Grp,1994,2001,8,222,222,0,285,690
Hochheim Prairie Ins Grp,1994,2002,9,222,222,0,285,690
Hochheim Prairie Ins Grp,1994,2003,10,222,222,0,285,690
Hochheim Prairie Ins Grp,1995,1995,1,174,57,71,348,690
Hochheim Prairie Ins Grp,1995,1996,2,155,93,36,348,690
Hochheim Prairie Ins Grp,1995,1997,3,136,114,17,348,690
Hochheim Prairie Ins Grp,1995,1998,4,126,116,0,348,690
Hochheim Prairie Ins Grp,1995,1999,5,122,121,1,348,690
Hochheim Prairie Ins Grp,1995,2000,6,123,123,0,348,690
Hochheim Prairie Ins Grp,1995,2001,7,123,123,0,348,690
Hochheim Prairie Ins Grp,1995,2002,8,123,123,0,348,690
Hochheim Prairie Ins Grp,1995,2003,9,123,123,0,348,690
Hochheim Prairie Ins Grp,1995,2004,10,123,123,0,348,690
Hochheim Prairie Ins Grp,1996,1996,1,1100,486,260,998,690
Hochheim Prairie Ins Grp,1996,1997,2,1164,721,91,998,690
Hochheim Prairie Ins Grp,1996,1998,3,1155,1024,39,998,690
Hochheim Prairie Ins Grp,1996,1999,4,1203,1079,0,998,690
Hochheim Prairie Ins Grp,1996,2000,5,1180,1166,7,998,690
Hochheim Prairie Ins Grp,1996,2001,6,1173,1172,1,998,690
Hochheim Prairie Ins Grp,1996,2002,7,1173,1173,0,998,690
Hochheim Prairie Ins Grp,1996,2003,8,1173,1173,0,998,690
Hochheim Prairie Ins Grp,1996,2004,9,1173,1173,0,998,690
Hochheim Prairie Ins Grp,1996,2005,10,1173,1173,0,998,690
Hochheim Prairie Ins Grp,1997,1997,1,519,147,111,1111,690
Hochheim Prairie Ins Grp,1997,1998,2,679,378,105,1111,690
Hochheim Prairie Ins Grp,1997,1999,3,705,489,36,1111,690
Hochheim Prairie Ins Grp,1997,2000,4,626,590,17,1111,690
Hochheim Prairie Ins Grp,1997,2001,5,618,601,3,1111,690
Hochheim Prairie Ins Grp,1997,2002,6,604,601,0,1111,690
Hochheim Prairie Ins Grp,1997,2003,7,605,605,0,1111,690
Hochheim Prairie Ins Grp,1997,2004,8,605,605,0,1111,690
Hochheim Prairie Ins Grp,1997,2005,9,605,605,0,1111,690
Hochheim Prairie Ins Grp,1997,2006,10,605,605,0,1111,690
Farmers Automobile Grp,1988,1988,1,2993,434,710,5518,4569
Farmers Automobile Grp,1988,1989,2,2637,920,0,5518,4569
Farmers Automobile Grp,1988,1990,3,3528,1822,0,5518,4569
Farmers Automobile Grp,1988,1991,4,3656,2199,0,5518,4569
Farmers Automobile Grp,1988,1992,5,3490,2966,0,5518,4569
Farmers Automobile Grp,1988,1993,6,3613,3222,0,5518,4569
Farmers Automobile Grp,1988,1994,7,3471,3471,0,5518,4569
Farmers Automobile Grp,1988,1995,8,3475,3473,0,5518,4569
Farmers Automobile Grp,1988,1996,9,3482,3482,0,5518,4569
Farmers Automobile Grp,1988,1997,10,3482,3482,0,5518,4569
Farmers Automobile Grp,1989,1989,1,2793,265,888,4126,4569
Farmers Automobile Grp,1989,1990,2,1079,535,0,4126,4569
Farmers Automobile Grp,1989,1991,3,2476,620,0,4126,4569
Farmers Automobile Grp,1989,1992,4,2377,1047,0,4126,4569
Farmers Automobile Grp,1989,1993,5,2609,1284,0,4126,4569
Farmers Automobile Grp,1989,1994,6,2281,1747,0,4126,4569
Farmers Automobile Grp,1989,1995,7,2413,1939,0,4126,4569
Farmers Automobile Grp,1989,1996,8,2229,2121,0,4126,4569
Farmers Automobile Grp,1989,1997,9,2132,2130,0,4126,4569
Farmers Automobile Grp,1989,1998,10,2133,2131,0,4126,4569
Farmers Automobile Grp,1990,1990,1,2289,310,1242,3703,4569
Farmers Automobile Grp,1990,1991,2,2242,584,0,3703,4569
Farmers Automobile Grp,1990,1992,3,3042,743,0,3703,4569
Farmers Automobile Grp,1990,1993,4,2561,1126,0,3703,4569
Farmers Automobile Grp,1990,1994,5,2620,1403,0,3703,4569
Farmers Automobile Grp,1990,1995,6,2701,1831,0,3703,4569
Farmers Automobile Grp,1990,1996,7,2874,2510,0,3703,4569
Farmers Automobile Grp,1990,1997,8,2960,2593,0,3703,4569
Farmers Automobile Grp,1990,1998,9,2720,2685,0,3703,4569
Farmers Automobile Grp,1990,1999,10,2778,2776,0,3703,4569
Farmers Automobile Grp,1991,1991,1,4325,197,2675,3407,4569
Farmers Automobile Grp,1991,1992,2,2021,386,0,3407,4569
Farmers Automobile Grp,1991,1993,3,2064,571,0,3407,4569
Farmers Automobile Grp,1991,1994,4,1877,773,0,3407,4569
Farmers Automobile Grp,1991,1995,5,1747,968,0,3407,4569
Farmers Automobile Grp,1991,1996,6,1604,1399,0,3407,4569
Farmers Automobile Grp,1991,1997,7,1619,1405,0,3407,4569
Farmers Automobile Grp,1991,1998,8,1627,1622,0,3407,4569
Farmers Automobile Grp,1991,1999,9,1624,1624,0,3407,4569
Farmers Automobile Grp,1991,2000,10,1624,1624,0,3407,4569
Farmers Automobile Grp,1992,1992,1,4973,129,3090,2842,4569
Farmers Automobile Grp,1992,1993,2,1720,311,72,2842,4569
Farmers Automobile Grp,1992,1994,3,1732,377,0,2842,4569
Farmers Automobile Grp,1992,1995,4,1215,494,0,2842,4569
Farmers Automobile Grp,1992,1996,5,876,770,0,2842,4569
Farmers Automobile Grp,1992,1997,6,886,790,0,2842,4569
Farmers Automobile Grp,1992,1998,7,836,836,0,2842,4569
Farmers Automobile Grp,1992,1999,8,850,850,0,2842,4569
Farmers Automobile Grp,1992,2000,9,853,853,0,2842,4569
Farmers Automobile Grp,1992,2001,10,854,854,0,2842,4569
Farmers Automobile Grp,1993,1993,1,3675,159,2868,2893,4569
Farmers Automobile Grp,1993,1994,2,1744,415,272,2893,4569
Farmers Automobile Grp,1993,1995,3,1616,631,0,2893,4569
Farmers Automobile Grp,1993,1996,4,1479,870,0,2893,4569
Farmers Automobile Grp,1993,1997,5,1537,1418,0,2893,4569
Farmers Automobile Grp,1993,1998,6,1521,1490,0,2893,4569
Farmers Automobile Grp,1993,1999,7,1557,1522,0,2893,4569
Farmers Automobile Grp,1993,2000,8,1528,1528,0,2893,4569
Farmers Automobile Grp,1993,2001,9,1528,1528,0,2893,4569
Farmers Automobile Grp,1993,2002,10,1528,1528,0,2893,4569
Farmers Automobile Grp,1994,1994,1,3098,205,2140,2881,4569
Farmers Automobile Grp,1994,1995,2,1613,620,0,2881,4569
Farmers Automobile Grp,1994,1996,3,1630,979,0,2881,4569
Farmers Automobile Grp,1994,1997,4,1682,1104,0,2881,4569
Farmers Automobile Grp,1994,1998,5,1433,1263,0,2881,4569
Farmers Automobile Grp,1994,1999,6,1333,1333,0,2881,4569
Farmers Automobile Grp,1994,2000,7,1383,1383,0,2881,4569
Farmers Automobile Grp,1994,2001,8,1383,1383,0,2881,4569
Farmers Automobile Grp,1994,2002,9,1383,1383,0,2881,4569
Farmers Automobile Grp,1994,2003,10,1383,1383,0,2881,4569
Farmers Automobile Grp,1995,1995,1,3776,217,2073,2836,4569
Farmers Automobile Grp,1995,1996,2,1455,370,0,2836,4569
Farmers Automobile Grp,1995,1997,3,1304,488,0,2836,4569
Farmers Automobile Grp,1995,1998,4,662,607,0,2836,4569
Farmers Automobile Grp,1995,1999,5,750,708,0,2836,4569
Farmers Automobile Grp,1995,2000,6,731,731,0,2836,4569
Farmers Automobile Grp,1995,2001,7,735,735,0,2836,4569
Farmers Automobile Grp,1995,2002,8,735,735,0,2836,4569
Farmers Automobile Grp,1995,2003,9,735,735,0,2836,4569
Farmers Automobile Grp,1995,2004,10,735,735,0,2836,4569
Farmers Automobile Grp,1996,1996,1,2755,352,1479,2771,4569
Farmers Automobile Grp,1996,1997,2,1262,566,71,2771,4569
Farmers Automobile Grp,1996,1998,3,1079,637,0,2771,4569
Farmers Automobile Grp,1996,1999,4,917,886,0,2771,4569
Farmers Automobile Grp,1996,2000,5,931,901,0,2771,4569
Farmers Automobile Grp,1996,2001,6,918,918,0,2771,4569
Farmers Automobile Grp,1996,2002,7,917,917,0,2771,4569
Farmers Automobile Grp,1996,2003,8,917,917,0,2771,4569
Farmers Automobile Grp,1996,2004,9,917,917,0,2771,4569
Farmers Automobile Grp,1996,2005,10,917,917,0,2771,4569
Farmers Automobile Grp,1997,1997,1,1500,136,1073,2468,4569
Farmers Automobile Grp,1997,1998,2,921,199,0,2468,4569
Farmers Automobile Grp,1997,1999,3,869,318,42,2468,4569
Farmers Automobile Grp,1997,2000,4,495,354,0,2468,4569
Farmers Automobile Grp,1997,2001,5,496,440,0,2468,4569
Farmers Automobile Grp,1997,2002,6,516,462,0,2468,4569
Farmers Automobile Grp,1997,2003,7,526,513,0,2468,4569
Farmers Automobile Grp,1997,2004,8,526,514,0,2468,4569
Farmers Automobile Grp,1997,2005,9,527,515,0,2468,4569
Farmers Automobile Grp,1997,2006,10,527,515,0,2468,4569
Germania Ins Grp,1988,1988,1,536,279,48,761,4383
Germania Ins Grp,1988,1989,2,597,434,20,761,4383
Germania Ins Grp,1988,1990,3,718,535,0,761,4383
Germania Ins Grp,1988,1991,4,794,575,8,761,4383
Germania Ins Grp,1988,1992,5,857,586,12,761,4383
Germania Ins Grp,1988,1993,6,892,624,12,761,4383
Germania Ins Grp,1988,1994,7,878,642,0,761,4383
Germania Ins Grp,1988,1995,8,899,651,0,761,4383
Germania Ins Grp,1988,1996,9,867,685,0,761,4383
Germania Ins Grp,1988,1997,10,820,739,0,761,4383
Germania Ins Grp,1989,1989,1,438,207,51,780,4383
Germania Ins Grp,1989,1990,2,448,301,21,780,4383
Germania Ins Grp,1989,1991,3,779,400,17,780,4383
Germania Ins Grp,1989,1992,4,828,537,27,780,4383
Germania Ins Grp,1989,1993,5,760,663,27,780,4383
Germania Ins Grp,1989,1994,6,715,710,0,780,4383
Germania Ins Grp,1989,1995,7,710,710,0,780,4383
Germania Ins Grp,1989,1996,8,710,710,0,780,4383
Germania Ins Grp,1989,1997,9,710,710,0,780,4383
Germania Ins Grp,1989,1998,10,710,710,0,780,4383
Germania Ins Grp,1990,1990,1,536,291,57,1479,4383
Germania Ins Grp,1990,1991,2,813,400,64,1479,4383
Germania Ins Grp,1990,1992,3,798,495,24,1479,4383
Germania Ins Grp,1990,1993,4,762,603,24,1479,4383
Germania Ins Grp,1990,1994,5,679,644,6,1479,4383
Germania Ins Grp,1990,1995,6,658,658,0,1479,4383
Germania Ins Grp,1990,1996,7,716,658,0,1479,4383
Germania Ins Grp,1990,1997,8,711,658,0,1479,4383
Germania Ins Grp,1990,1998,9,658,658,0,1479,4383
Germania Ins Grp,1990,1999,10,658,658,0,1479,4383
Germania Ins Grp,1991,1991,1,764,296,125,1831,4383
Germania Ins Grp,1991,1992,2,1142,646,135,1831,4383
Germania Ins Grp,1991,1993,3,1140,763,47,1831,4383
Germania Ins Grp,1991,1994,4,1200,974,14,1831,4383
Germania Ins Grp,1991,1995,5,1237,1081,6,1831,4383
Germania Ins Grp,1991,1996,6,1241,1091,0,1831,4383
Germania Ins Grp,1991,1997,7,1231,1088,0,1831,4383
Germania Ins Grp,1991,1998,8,1159,1104,0,1831,4383
Germania Ins Grp,1991,1999,9,1171,1149,0,1831,4383
Germania Ins Grp,1991,2000,10,1171,1149,0,1831,4383
Germania Ins Grp,1992,1992,1,1229,344,271,2001,4383
Germania Ins Grp,1992,1993,2,1411,742,184,2001,4383
Germania Ins Grp,1992,1994,3,1256,1075,81,2001,4383
Germania Ins Grp,1992,1995,4,1207,1140,15,2001,4383
Germania Ins Grp,1992,1996,5,1189,1162,7,2001,4383
